An,Luna,Zi,Ora,Minut,Secunda,Rain
2025,9,1,10,50,0,0.000000
2025,9,1,10,55,0,0.000000
2025,9,1,11,0,0,0.000000
2025,9,1,11,5,0,0.000000
2025,9,1,11,10,0,0.000000
2025,9,1,11,15,0,0.000000
2025,9,1,11,20,0,0.000000
2025,9,1,11,25,0,0.000000
2025,9,1,11,30,0,0.000000
2025,9,1,11,35,0,0.000000
2025,9,1,11,40,0,0.000000
2025,9,1,11,45,0,0.000000
2025,9,1,11,50,0,0.000000
2025,9,1,11,55,0,0.000000
2025,9,1,12,0,0,0.000000
2025,9,1,12,5,0,0.000000
2025,9,1,12,10,0,0.000000
2025,9,1,12,15,0,0.000000
2025,9,1,12,20,0,0.000000
2025,9,1,12,25,0,0.000000
2025,9,1,12,30,0,0.000000
2025,9,1,12,35,0,0.000000
2025,9,1,12,40,0,0.000000
2025,9,1,12,45,0,0.000000
2025,9,1,12,50,0,0.000000
2025,9,1,12,55,0,0.000000
2025,9,1,13,0,0,0.000000
2025,9,1,13,5,0,0.000000
2025,9,1,13,10,0,0.000000
2025,9,1,13,15,0,0.000000
2025,9,1,13,20,0,0.000000
2025,9,1,13,25,0,0.000000
2025,9,1,13,30,0,0.000000
2025,9,1,13,35,0,0.000000
2025,9,1,13,40,0,0.000000
2025,9,1,13,45,0,0.000000
2025,9,1,13,50,0,0.000000
2025,9,1,13,55,0,0.000000
2025,9,1,14,0,0,0.000000
2025,9,1,14,5,0,0.000000
2025,9,1,14,10,0,0.000000
2025,9,1,14,15,0,0.000000
2025,9,1,14,20,0,0.000000
2025,9,1,14,25,0,0.000000
2025,9,1,14,30,0,0.000000
2025,9,1,14,35,0,0.000000
2025,9,1,14,40,0,0.000000
2025,9,1,14,45,0,0.000000
2025,9,1,14,50,0,0.000000
2025,9,1,14,55,0,0.000000
2025,9,1,15,0,0,1.000000
2025,9,1,15,5,0,1.000000
2025,9,1,15,10,0,1.000000
2025,9,1,15,15,0,5.000000
2025,9,1,15,20,0,5.000000
2025,9,1,15,25,0,5.000000
2025,9,1,15,30,0,2.000000
2025,9,1,15,35,0,2.000000
2025,9,1,15,40,0,2.000000
2025,9,1,15,45,0,4.000000
2025,9,1,15,50,0,4.000000
2025,9,1,15,55,0,4.000000
2025,9,1,16,0,0,0.000000
2025,9,1,16,5,0,0.000000
2025,9,1,16,10,0,0.000000
2025,9,1,16,15,0,0.000000
2025,9,1,16,20,0,0.000000
2025,9,1,16,25,0,0.000000
2025,9,1,16,30,0,0.000000
2025,9,1,16,35,0,0.000000
2025,9,1,16,40,0,0.000000
2025,9,1,16,45,0,0.000000
2025,9,1,16,50,0,0.000000
2025,9,1,16,55,0,0.000000
2025,9,1,17,0,0,0.000000
2025,9,1,17,5,0,0.000000
2025,9,1,17,10,0,0.000000
2025,9,1,17,15,0,0.000000
2025,9,1,17,20,0,0.000000
2025,9,1,17,25,0,0.000000
2025,9,1,17,30,0,0.000000
2025,9,1,17,35,0,0.000000
2025,9,1,17,40,0,0.000000
2025,9,1,17,45,0,0.000000
2025,9,1,17,50,0,0.000000
2025,9,1,17,55,0,0.000000
2025,9,1,18,0,0,0.000000
2025,9,1,18,5,0,0.000000
2025,9,1,18,10,0,0.000000
2025,9,1,18,15,0,0.000000
2025,9,1,18,20,0,0.000000
2025,9,1,18,25,0,0.000000
2025,9,1,18,30,0,0.000000
2025,9,1,18,35,0,0.000000
2025,9,1,18,40,0,0.000000
2025,9,1,18,45,0,0.000000
2025,9,1,18,50,0,0.000000
2025,9,1,18,55,0,0.000000
2025,9,1,19,0,0,0.000000
2025,9,1,19,5,0,0.000000
2025,9,1,19,10,0,0.000000
2025,9,1,19,15,0,0.000000
2025,9,1,19,20,0,0.000000
2025,9,1,19,25,0,0.000000
2025,9,1,19,30,0,0.000000
2025,9,1,19,35,0,0.000000
2025,9,1,19,40,0,0.000000
2025,9,1,19,45,0,0.000000
2025,9,1,19,50,0,0.000000
2025,9,1,19,55,0,0.000000
2025,9,1,20,0,0,0.000000
2025,9,1,20,5,0,0.000000
2025,9,1,20,10,0,0.000000
2025,9,1,20,15,0,0.000000
2025,9,1,20,20,0,0.000000
2025,9,1,20,25,0,0.000000
2025,9,1,20,30,0,0.000000
2025,9,1,20,35,0,0.000000
2025,9,1,20,40,0,0.000000
2025,9,1,20,45,0,0.000000
2025,9,1,20,50,0,0.000000
2025,9,1,20,55,0,0.000000
2025,9,1,21,0,0,0.000000
2025,9,1,21,5,0,0.000000
2025,9,1,21,10,0,0.000000
2025,9,1,21,15,0,0.000000
2025,9,1,21,20,0,0.000000
2025,9,1,21,25,0,0.000000
2025,9,1,21,30,0,0.000000
2025,9,1,21,35,0,0.000000
2025,9,1,21,40,0,0.000000
2025,9,1,21,45,0,0.000000
2025,9,1,21,50,0,0.000000
2025,9,1,21,55,0,0.000000
2025,9,1,22,0,0,0.000000
2025,9,1,22,5,0,0.000000
2025,9,1,22,10,0,0.000000
2025,9,1,22,15,0,0.000000
2025,9,1,22,20,0,0.000000
2025,9,1,22,25,0,0.000000
2025,9,1,22,30,0,0.000000
2025,9,1,22,35,0,0.000000
2025,9,1,22,40,0,0.000000
2025,9,1,22,45,0,0.000000
2025,9,1,22,50,0,0.000000
2025,9,1,22,55,0,0.000000
2025,9,1,23,0,0,0.000000
2025,9,1,23,5,0,0.000000
2025,9,1,23,10,0,0.000000
2025,9,1,23,15,0,0.000000
2025,9,1,23,20,0,0.000000
2025,9,1,23,25,0,0.000000
2025,9,1,23,30,0,0.000000
2025,9,1,23,35,0,0.000000
2025,9,1,23,40,0,0.000000
2025,9,1,23,45,0,0.000000
2025,9,1,23,50,0,0.000000
2025,9,1,23,55,0,0.000000
